Name,SMILES,Molar Mass,CAS Number,Experimental Solubility in Water(mg/L),Experimental Solubility in Water(g/L),Experimental Solubility in Water(mol/L),LogS,Temperature,Experiment Reference,Datagroup,Solvation Energy,Dipole Moment,Molecular Volume,Molecular Surface Area,QXX,QYY,QZZ,Standard InChIKey,Cal logP,Cal MR,TPSA,Labute ASA,Balaban J index,Bertz CT index,Isomer
BENZENESULFONAMIDE. 4-[(4-HYDROXYBUTYL)SULFONYL],C1=CC(=CC=C1S(=O)(=O)CCCCO)S(=O)(=O)N,293.35,135832-42-7,2100,2.1,0.007158684,-2.145166798,25,SHEPARD.KL ET AL. (1991),G2,28.73597651,10.05730737,173.548,306.092,-31.85115033,4.270796071,27.58035425,HLBQGOCNVGPIOX-UHFFFAOYSA-N,-0.1198,66.1878,114.53,106.4114703,2.91380724,589.6601393,1
MORIN,C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,302.24,000480-16-0,250,0.25,0.000827157,-3.082411932,20,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,28.75178884,5.306330521,176.767,302.736,79.02086578,-26.76323567,-52.25763011,YXOLAZRVSSWPPT-UHFFFAOYSA-N,1.988,76.244,131.36,122.1076695,2.407728671,956.2426828,1
D-Gluconic acid. .delta.-lactone,C(C1C(C(C(C(=O)O1)O)O)O)O,178.14,000090-80-2,590000,590,3.312001796,0.520090564,25,MERCK INDEX (1996),G2,28.75430726,11.33947751,106.515,195.839,25.14036235,-7.470896034,-17.66946631,PHOQVHQSTUBQQK-UHFFFAOYSA-N,-3.0132,34.9862,107.22,68.01013278,2.700156134,178.8771238,16
BENZENESULFONAMIDE. 4-[(2-HYDROXYETHYL)THIO]-3-N,C1=CC(=C(C=C1S(=O)(=O)N)[N+](=O)[O-])SCCO,278.3,108966-58-1,500,0.5,0.001796622,-2.745543202,25,SHEPARD.KL ET AL. (1991),G2,28.88778419,10.39746022,168.537,286.348,-46.78630404,37.70505487,9.081249167,UXGFMDKHLGDQJS-UHFFFAOYSA-N,0.3266,62.2794,123.53,101.8322734,3.222862915,528.7171178,1
Cyclopenta[c]pyran-4-carboxylic acid. 1-(-D-glu,C[C@H]1CC(=O)[C@H]2[C@@H]1[C@@H](OC=C2C(=O)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,388.37,000548-37-8,211000,211,0.543296341,-0.26496322,18,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,28.90142578,8.481944272,209.898,384.256,32.101161,-1.353112948,-30.74804806,HLXRWTJXGMHOFN-XJSNKYLASA-N,-1.9426,85.5922,151.98,154.8253885,1.815012177,616.8353815,512
FLUCYCLOXURON.(Z)-ISOMER,C1CC1/C(=N/OCC2=CC=C(C=C2)NC(=O)NC(=O)C3=C(C=CC=C3F)F)/C4=CC=C(C=C4)Cl,483.91,094050-53-0,0.001,0.000001,2.0665E-09,-8.684764597,20,TOMLIN.C (1997); < 1 ug/L,G2,28.91932732,9.645839057,311.942,521.344,114.2884351,-105.3716072,-8.916827907,PCKNFPQPGUWFHO-SXBRIOAWSA-N,5.911,124.7869,79.79,199.114367,1.312099898,1206.908209,2
AZO DYE RA,CC(=O)OCCN(CCC#N)C1=CC=C(C=C1)N=NC2=NC3=C(S2)C=C(C=C3)[N+](=O)[O-],438.46,068133-69-7,0.69,0.00069,1.57369E-06,-5.803080889,25,SIJM.DTHM ET AL. (1999),G2,28.98330326,14.77936842,265.918,447.864,-82.75259027,72.73216761,10.02042266,ZNUBBVSUTSNSIM-UHFFFAOYSA-N,4.90308,115.9684,134.08,181.1120022,1.699077855,1152.681607,2
RIMSULFURON,CCS(=O)(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,431.44,122931-48-0,10,0.01,2.31782E-05,-4.634920407,25,MACBEAN.C (2010); pH 5,G2,29.11931862,7.301578067,238.03,409.09,-67.29083804,3.438982347,63.8518557,MEFOUWRMVYJCQC-UHFFFAOYSA-N,0.1928,96.44,166.54,160.846663,2.301189549,1064.759045,1
CHLORHEXIDINE,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl,505.46,000055-56-1,800,0.8,0.001582717,-2.800596806,20,MERCK INDEX (1996),G2,29.35833006,5.901399784,317.535,542.086,80.03998034,-58.7597667,-21.28021364,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,3.3366,144.841,177.58,208.785028,1.605501052,931.4857206,10
6-Pteridinecarboxylic acid. 1.2.3.4-tetrahydro-7,N1(C(=O)N(C2=C(C1(=O))N=C(C(=O)N2)C(=O)O)C)C,252.19,098879-90-4,1200,1.2,0.004758317,-2.322546616,20,BEILSTEIN,G2,29.86007201,14.47371946,149.083,253.166,-41.55461498,17.93425662,23.62035837,HXXQJEUEICLLLJ-UHFFFAOYSA-N,-1.9813,59.805,127.05,97.94675104,3.139882878,840.872647,1
BENZENESULFONAMIDE. 4-[(3-HYDROXYPROPYL)SULFONYL,C1=CC(=CC=C1S(=O)(=O)CCCO)S(=O)(=O)N,279.33,108966-55-8,7200,7.2,0.025775964,-1.588785085,25,SHEPARD.KL ET AL. (1991),G2,29.88869276,12.05524865,162.893,285.243,-41.35278774,17.76390055,23.58888719,OUYRCRDEKNDXJI-UHFFFAOYSA-N,-0.5099,61.5708,114.53,100.0465282,3.033546314,574.3171577,1
Sulfanilylurea,C1=CC(=CC=C1N)S(=O)(=O)NC(=O)N,215.23,000547-44-4,1200,1.2,0.005575431,-2.25372156,37,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,29.92800969,10.9124431,138.118,238.059,53.54556775,-38.04358181,-15.50198594,WVAKABMNNSMCDK-UHFFFAOYSA-N,-0.3742,50.7593,115.28,80.9482868,3.047486126,437.7527536,1
RIBAVIRIN,NC(=O)C1=NN(C=N1)C1OC(CO)C(O)C1O,244.21,036791-04-5,142000,142,0.58146677,-0.235475099,25,MCAVOY.GK (1993),G2,29.96463044,10.28565324,138.023,248.253,-46.88692049,21.14329221,25.74362828,IWUCXVSUMQZMFG-AFCXAGJDSA-N,-3.0115,51.5493,143.72,95.43976537,2.194909265,421.8029666,16
NITRILOTRIACETIC ACID,C(C(=O)O)N(CC(=O)O)CC(=O)O,191.14,000139-13-9,59300,59.3,0.3102438,-0.508296888,25,YALKOWSKY.SH ET AL. (2010),G2,30.07600679,13.00882701,118.025,210.459,-21.41315756,-6.029003593,27.44216115,MGFYIUFZLHCRTH-UHFFFAOYSA-N,-1.4578,39.3474,115.14,73.19106283,4.095996371,187.1252663,1
BENZENESULFONAMIDE. 3-AMINO-4-[(2-HYDROXYETHYL)S,NC1=CC(=CC=C1S(=O)(=O)CCO)S(N)(=O)=O,280.32,135832-45-0,13200,13.2,0.047089041,-1.327080153,25,SHEPARD.KL ET AL. (1991),G2,30.0999848,5.924710101,155.273,272.865,-69.59488368,30.29939605,39.29548763,KHXANPYDVIZTJK-UHFFFAOYSA-N,-1.3178,61.3662,140.55,99.02147677,3.339822549,621.3156655,1
2-THIOPHENESULFONAMIDE. 5-[(4-HYDROXYBUTYL)SULFO,C1=C(SC(=C1)S(=O)(=O)N)S(=O)(=O)CCCCO,299.38,135832-39-2,9900,9.9,0.033068341,-1.480587589,25,SHEPARD.KL ET AL. (1991),G2,30.24297752,11.43690472,188.977,323.291,-32.17252678,-2.898838125,35.0713649,WJGJBTRPKNBZBW-UHFFFAOYSA-N,-0.0583,64.0648,114.53,104.0518336,2.898535689,572.0567514,1
5-hydroxy-7.7-dioxo-5.6-dihydro-4H-thieno[2.3-b]thiopyran-2-sulfonamide,NS(=O)(=O)C1=CC2=C(S1)S(=O)(=O)CC(O)C2,283.33,106319-42-0,8200,8.2,0.028941517,-1.538478709,25,PONTICELLO.GS ET AL. (1987),G2,30.2917163,7.879875545,159.295,270.767,-56.118919,-0.783118271,56.90203727,APTGDJCKNMNFID-UHFFFAOYSA-N,-0.9138,57.4558,114.53,96.6810603,2.655730103,626.9796172,2
HYDROFLUMETHIAZIDE,C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,331.29,000135-09-1,300,0.3,0.000905551,-3.043087072,25,MERCK INDEX (1996),G2,30.37115138,11.30394919,158.068,274.742,67.79537088,-56.61399103,-11.18137985,DMDGGSIALPNSEE-UHFFFAOYSA-N,0.0141,61.6284,118.36,111.6132293,2.867738792,770.8922156,1
Butanedioic acid. mono[2-[(dichloroacetyl)amino],C1=CC(=CC=C1[C@H]([C@@H](COC(=O)CCC(=O)O)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],423.21,003544-94-3,3500,3.5,0.008270126,-2.082487877,27,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,30.39420801,14.14800841,239.192,408.111,87.29815721,-69.09418874,-18.20396847,LIRCDOVJWUGTMW-ZWNOBZJWSA-N,1.3247,93.3097,156.07,162.7118315,2.852743355,695.562259,4
BROMOFENOXIM,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])ONC=C2C=C(C(=O)C(=C2)Br)Br,461.02,013181-17-4,0.1,0.0001,2.1691E-07,-6.663719766,20,SHIU.WY ET AL. (1990),G2,30.55438857,16.12227095,224.576,360.692,-86.84868396,29.05394838,57.79473558,VTQWKUZUPOTXEH-UHFFFAOYSA-N,3.4106,90.6245,124.61,150.7313723,2.180088894,806.9959792,1
PROSCILLARIDIN,CC1C(C(C(C(O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O,530.66,000466-06-8,58.8,0.0588,0.000110805,-3.955439027,20,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,30.58101958,9.247232126,284.666,524.144,-147.4622712,75.94908186,71.51318933,MYEJFUXQJGHEQK-OWBILYANSA-N,3.0138,138.1102,129.59,223.2065616,1.211471119,1126.812063,1024
HYDROCHLOROTHIAZIDE,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,297.73,000058-93-5,722,0.722,0.002425016,-2.6152854,25,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,30.6008525,8.279493439,154.789,262.541,75.44784687,-10.51878488,-64.92906199,JZUFKLXOESDKRF-UHFFFAOYSA-N,-0.3513,61.6364,118.36,103.0549472,2.790493724,683.3155124,1
2-FURANSULFONAMIDE. 4-[(4-HYDROXYPHENYL)SULFONYL,C1=CC(=CC=C1O)S(=O)(=O)C2=COC(=C2)S(=O)(=O)N,303.31,128348-44-7,1200,1.2,0.003956348,-2.402705483,25,HARTMAN.GD ET AL. (1992),G2,30.87682082,3.822203644,173.032,294.484,-76.94760855,9.294976839,67.65263171,NKPDCGFEJUINIK-UHFFFAOYSA-N,0.4654,63.6398,127.67,108.8031253,2.514489003,801.9597008,1
4-Thiazolidinone. 5-[(3.4-dihydroxyphenyl)methyl,C1=CC(=C(C=C1/C=C/2\C(=O)NC(=S)S2)O)O,253.29,097852-89-6,115,0.115,0.000454025,-3.342920204,25,BEILSTEIN,G2,30.89533667,6.529991362,174.403,323.958,7.982980286,-0.841186869,-7.141793417,WVCFNVNKWVWZFT-XBXARRHUSA-N,1.5866,66.0803,69.56,100.9774795,2.32438984,510.7856479,2
ASCORBIC ACID,C([C@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,176.13,000089-65-6,400000,400,2.271049793,0.356226656,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,30.96647286,12.72223738,103.445,187.783,13.97247455,-13.30826113,-0.664213428,CIWBSHSKHKDKBQ-DUZGATOHSA-N,-1.4074,35.2562,107.22,67.32052975,2.796067066,232.1928095,4
CIPROFLOXACIN,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,331.35,085721-33-1,30000,30,0.090538705,-1.04316572,20,NOWARA.A ET AL. (1997),G2,31.18623637,17.68611544,189.79,331.652,-82.05204128,57.95043479,24.10160649,MYSWGUAQZAJSOK-UHFFFAOYSA-N,1.5833,88.479,74.57,137.0430709,1.948598125,882.7602569,1
[1.1'-Biphenyl]-2.2'-disulfonic acid. 4.4'-diami,C1=CC(=C(C=C1N)S(=O)(=O)O)C2=C(C=C(C=C2)N)S(=O)(=O)O,344.36,000117-61-3,819,0.819,0.002378325,-2.623728797,25,BEILSTEIN,G2,31.29325992,11.49217659,176.576,305.884,80.22020257,-27.64498834,-52.57521423,MBJAPGAZEWPEFB-UHFFFAOYSA-N,1.0114,80.332,160.78,126.4255507,2.904291837,872.0769292,1
BETA-ALANINE,C(CN)C(=O)O,89.09,000107-95-9,545000,545,6.117409361,0.786567543,25,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,31.42191196,13.0734315,67.976,123.259,-8.65694299,4.950109402,3.706833589,UCMIRNVEIXFBKS-UHFFFAOYSA-N,-0.5802,21.3072,63.32,35.76478181,2.83125711,52.7548875,1
BENZENESULFONAMIDE. 4-[3-HYDROXY-3-METHYLBUTYL)S,CC(C)(CCS(=O)(=O)C1=CC=C(C=C1)S(=O)(=O)N)O,307.38,108966-56-9,3500,3.5,0.011386557,-1.943607562,25,SHEPARD.KL ET AL. (1991),G2,31.42275615,10.25733225,184.195,325.615,-46.65529417,33.490824,13.16447018,CGAONTKAHYNZSM-UHFFFAOYSA-N,0.2687,70.7828,114.53,112.7764124,2.978992525,639.3211149,1
Amgard V6; BCMP-BCEP,C(CCl)OP(=O)(OCCCl)OCC(COP(=O)(OCCCl)OCCCl)(CCl)CCl,583,038051-10-4,232,0.232,0.000397942,-3.40018057,20,https://echa.europa.eu/registration-dossier/-/registered-dossier/13748//?documentUUID=72170fcf-c709-4503-8596-2c9c4ab965d7,G2,31.54234574,2.998342471,322.064,533.574,32.04783907,-30.74362518,-1.30421389,ZGHUDSLVQAGWEY-UHFFFAOYSA-N,5.7214,117.678,89.52,200.7186465,5.155587644,449.69594,1
CARBUTAMIDE,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,271.34,000339-43-5,535,0.535,0.001971696,-2.705160039,37,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,31.5617009,16.0403618,177.62,313.47,49.40634608,-18.7050532,-30.70129288,VDTNNGKXZGSZIP-UHFFFAOYSA-N,1.0568,69.4826,101.29,106.6180267,2.644491193,496.7696521,1
2-Cyclopenta[c]pyran-4-carboxylic acid. 1-(D-g,C[C@H]1[C@H](C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,390.39,018524-94-2,100000,100,0.256154102,-0.591498685,20,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,31.78534541,3.585325582,224.993,413.239,-65.11619452,25.43436179,39.68183273,AMBQHHVBBHTQBF-UOUCRYGSSA-N,-2.1508,86.592,155.14,155.4581001,1.799069717,578.0614323,1024
Digallic acid,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)O,322.23,000536-08-3,500,0.5,0.001551687,-2.809195967,25,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,32.09810389,13.30673361,187.393,321.504,78.65649075,-54.12163325,-24.5348575,COVFEVWNJUOYRL-UHFFFAOYSA-N,1.132,73.1258,164.75,127.4203735,2.390995742,787.1306201,1
Sulfanilic acid. N-carbamimidoylcarbamimidoyl-,C1=CC(=CC=C1N=C(N)N=C(N)N)S(=O)(=O)O,257.27,006405-80-7,2500,2.5,0.009717417,-2.012449138,15,BEILSTEIN,G2,32.38759192,15.66206516,162.425,281.865,-24.06913116,2.678066763,21.3910644,MURZSIQUBHOHPQ-UHFFFAOYSA-N,-0.8471,63.3488,157.15,97.60024042,3.009697072,557.3283766,2
TRICHLORMETHIAZIDE,ClC([C@H]1NC2CC(Cl)C(CC2S(=O)(=O)N1)S(=O)(=O)N)Cl,380.65,000133-67-5,800,0.8,0.002101668,-2.677435847,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,32.4237504,12.92824936,194.589,317.741,44.06827256,-34.80054268,-9.26772988,LMJSLTNSBFUCMU-QMMMGPOBSA-N,-0.5657,77.8194,118.36,132.1531491,2.286589626,581.7745176,32
Glaucarubin,CC[C@@](C)(C(=O)O[C@@H]1[C@H]2[C@H]([C@H]([C@]3([C@H]4[C@@]2(CO3)[C@@H](C[C@@H]5[C@@]4([C@@H]([C@H](C=C5C)O)O)C)OC1=O)O)O)C)O,496.56,001448-23-3,1800,1.8,0.00362494,-2.440699227,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,32.4494422,9.22364873,251.691,464.993,-64.93443133,6.563997796,58.37043353,LZKVXMYVBSNXER-YZPKDWIXSA-N,-0.3593,118.145,162.98,203.4139516,1.681471852,977.2943472,1024
N1-(4-SO2NH2-PH)SULFANILAMIDE,C1=CC(=CC=C1N)S(=O)(=O)NC2=CC=C(C=C2)S(=O)(=O)N,327.37,000547-52-4,570,0.57,0.001741149,-2.759164023,25,BEILSTEIN,G2,32.71403063,13.54457418,186.834,322.232,-71.06467287,18.45551821,52.60915466,GCQZFVAHUZIDRP-UHFFFAOYSA-N,0.717,79.4781,132.35,122.2396927,2.26702834,842.3804816,1
Sulfinylamide. N4-(6-deoxy-L-mannopyranosyl)-,CC1C(C(C(C(O1)NC2=CC=C(C=C2)S(=O)(=O)N)O)O)O,318.35,010571-73-0,100000,100,0.31411968,-0.502904854,25,BEILSTEIN,G2,32.74869136,10.24332288,186.158,333.574,-48.6719727,11.82966987,36.84230282,UQSFUQLWOVFBKX-UHFFFAOYSA-N,-1.4266,73.7933,142.11,121.7619999,2.109587253,590.270144,32
Phillyrin,COC1=C(C=C(C=C1)[C@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=C(C=C(C=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC)OC,534.57,000487-41-2,400,0.4,0.000748265,-3.125944591,18,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,32.83548389,4.913966906,305.929,545.127,62.62284469,-61.8126882,-0.810156482,KFFCKOBAHMGTMW-LGQRSHAYSA-N,0.9663,131.3012,145.53,219.9168872,1.317862155,1108.426587,512
Flubendiamide,CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,682.4,272451-65-7,0.0299,0.0000299,4.38159E-08,-7.35836783,20,MACBEAN.C (2010),G2,33.06619622,14.31672954,330.124,555.831,-74.24548584,43.50992571,30.73556013,ZGNITFSDLCMLGI-UHFFFAOYSA-N,5.69432,134.4432,92.34,226.9716135,2.434191301,1342.510455,1
3-fluoro-4-(3-hydroxypropylsulfonyl)benzenesulfonamide,C1=CC(=C(C=C1S(=O)(=O)N)F)S(=O)(=O)CCCO,297.32,108966-77-4,6600,6.6,0.022198305,-1.653680189,25,SHEPARD.KL ET AL. (1991),G2,33.07753264,10.27492672,163.39,288.268,-43.4383502,25.1387319,18.2996183,YMPAILZZZMECHW-UHFFFAOYSA-N,-0.3708,61.5288,114.53,104.2120636,3.221474081,638.9218832,1
Demeclocycline,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,464.86,000127-33-3,1520,1.52,0.003269802,-2.48547859,21,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,33.66309448,11.08804113,244.309,423.113,93.46631749,-80.30762406,-13.15869343,GUXHBMASAHGULD-SEYHBJAFSA-N,0.1083,110.5104,181.62,186.367561,2.031007079,1156.698917,32
a-Glucose-1-phosphate,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)O,260.14,000059-56-3,1000000,1000,3.844083955,0.584792864,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,34.23163579,8.509709572,140.946,258.461,40.47082421,-43.16735397,2.696529765,HXXFSFRBOHSIMQ-VFUOTHLCSA-N,-3.1044,46.8963,156.91,90.10023409,2.747846398,275.1727756,32
Phosphonic acid. (1-hydroxyethylidene)bis-,CC(O)(P(=O)(O)O)P(=O)(O)O,206.03,002809-21-4,690000,690,3.349026841,0.524918628,20,MERCK INDEX (1996),G2,34.36046883,1.833129623,107.878,196.01,35.17984579,-1.904351006,-33.27549478,DBVJJBKOTRCVKF-UHFFFAOYSA-N,-0.9922,34.712,135.29,62.00124274,5.079498629,206.8251287,1
CONVALLATOXIN,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O,550.65,000508-75-8,500,0.5,0.000908018,-3.041905639,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,34.40527612,13.87619619,286.562,530.622,-131.8809653,57.19555195,74.68541339,HULMNSIAKWANQO-JQKSAQOKSA-N,0.75,134.797,162.98,227.8678889,1.222838156,1047.085657,1024
methyl 2-(3-hydroxypropylsulfonyl)-5-sulfamoylbenzoate,COC(=O)C1=C(C=CC(=C1)S(=O)(=O)N)S(=O)(=O)CCCO,337.36,108966-67-2,14000,14,0.041498696,-1.381965552,25,SHEPARD.KL ET AL. (1991),G2,34.47921499,6.693399145,195.898,340.284,-97.57599811,30.01039283,67.56560528,BBJHPXHJTKRGFT-UHFFFAOYSA-N,-0.7233,72.9103,140.83,122.0514797,3.496815148,737.8352912,1
Aliskiren,CC(C)[C@@H](CC1=CC(=C(C=C1)OC)OCCCOC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,551.77,173334-57-1,350000,350,0.634322272,-0.19769004,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,34.67038059,9.342752943,344.577,630.812,64.16306147,-6.006141655,-58.15691981,UXOWGYHJODZGMF-QORCZRPOSA-N,3.2935,154.5433,146.13,234.8775711,2.867822382,889.4486345,16
CARMINE,CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)[C@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)CO)O)O)O)O,492.4,001390-65-4,1300,1.3,0.00264013,-2.578374692,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,34.68370392,7.425568013,251.349,441.327,93.8355795,-26.7067585,-67.128821,DGQLVPJVXFOQEV-BOZRTPIBSA-N,-1.19408,110.8247,242.51,194.8724715,1.988390789,1295.475924,32
SUCROSE,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,342.3,000057-50-1,2100000,2100,6.134969325,0.787812396,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,34.69914826,5.134866824,185.08,345.148,23.59818306,-4.675302948,-18.92288012,CZMRCDWAGMRECN-UGDNZRGBSA-N,-5.3956,68.6414,189.53,130.4364577,2.177269658,393.2032273,512
Amsonic acid,C1=CC(=C(C=C1N)S(=O)(=O)O)/C=C/C2=C(C=C(C=C2)N)S(=O)(=O)O,370.4,000081-11-8,27,0.027,7.28942E-05,-4.137307214,20,https://echa.europa.eu/registration-dossier/-/registered-dossier/15108//?documentUUID=f2df8e2f-8daf-4dd2-943d-ae933ee82cd8,G2,34.95450723,5.881504107,207.527,357.3,119.4874835,-72.52902155,-46.95846198,REJHVSOVQBJEBF-OWOJBTEDSA-N,1.5148,90.266,160.78,138.4658319,2.58677351,943.7253495,2
ALANINE,C[C@H](C(=O)O)N,89.09,000338-69-2,165000,165,1.852059715,0.267654985,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,35.3348767,12.85166479,72.933,131.688,-10.6796049,6.851593173,3.828011724,QNAYBMKLOCPYGJ-UWTATZPHSA-N,-0.5818,21.2852,63.32,35.76478181,3.257586161,59.81353753,2
PIROXICAM,CN1/C(=C(\NC2=CC=CC=N2)/O)/C(=O)C3=CC=CC=C3S1(=O)=O,331.35,036322-90-4,23,0.023,6.9413E-05,-4.158559139,22,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,35.33784708,14.57149939,188.767,319.589,116.5655562,-46.66523644,-69.90031979,LDJVNWFKNMYYNT-FYWRMAATSA-N,1.7376,83.2358,99.6,132.4987072,2.134568459,907.3290497,2
PENCILLAMINE,CC(C)([C@H](C(=O)O)N)S,149.21,000052-67-5,111000,111,0.743917968,-0.128474952,20,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,35.41802507,14.38956302,99.51,176.013,-21.77987674,17.24940773,4.530469011,VVNCNSJFMMFHPL-VKHMYHEASA-N,0.1067,38.6762,63.32,59.6497327,4.040215641,118.6166274,2
3'-Adenylic acid,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)(O)O)O)N,347.23,000084-21-9,500,0.5,0.001439968,-2.841647236,15,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,35.64241793,4.871544544,189.268,332.523,46.86964646,-30.82079216,-16.0488543,LNQVTSROQXJCDD-KQYNXXCUSA-N,-1.863,73.6551,186.07,128.3035498,1.963741862,763.1378284,16
(2R.3R)-butane-1.2.3.4-tetracarboxylic acid,[H][C@](CC(O)=O)(C(O)=O)[C@@]([H])(CC(O)=O)C(O)=O,234.16,001703-58-8,118000,118,0.503928937,-0.297630702,19,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G2,35.71676634,8.310832102,137.112,247.246,-34.50883113,9.807618111,24.70121302,GGAUUQHSCNMCAU-QWWZWVQMSA-N,-0.6626,46.7572,149.2,89.11686924,4.933499279,288,3
Benzenesulfonamide. 4-(D-glucopyranoxylamino)-,C1=CC(=CC=C1NC2C(C(C(C(O2)CO)O)O)O)S(=O)(=O)N,334.35,005962-25-4,30000,30,0.089726335,-1.047080073,25,BEILSTEIN,G2,35.85233075,14.16930847,186.29,334.265,-69.55379735,42.32556433,27.22823302,RMCYKIOWPVOBJX-UHFFFAOYSA-N,-2.4542,75.2051,162.34,126.5562337,2.121438859,604.405716,32
CHLOROTHIAZIDE,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,295.72,000058-94-6,266,0.266,0.0008995,-3.045999061,30,YALKOWSKY.SH & DANNENFELSER.RM (1992),G2,36.22661562,16.45499816,152.47,253.565,-48.50181319,3.857377886,44.6444353,JBMKAUGHUNFTOL-UHFFFAOYSA-N,0.1299,62.1257,118.69,102.4004075,2.822318242,723.7308564,1
FAMOTIDINE,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,337.43,076824-35-6,1000,1,0.002963578,-2.528183692,20,MERCK INDEX (1996),G2,36.29247319,13.83561485,198.812,336.109,44.5958739,0.229230326,-44.82510422,XUFQPHANEAPEMJ-UHFFFAOYSA-N,-0.768,83.0924,175.83,124.2855961,2.36698511,603.341617,2
